Image number,Object,Reliability,Size of box
0,car,73.2735157012939,56
0,car,93.4665739536285,100
1,car,98.7700760364533,5252
1,car,89.2951548099518,208
1,car,73.2582867145538,49
1,car,62.8121674060822,110
1,car,98.6790955066681,1944
2,car,94.5171415805817,29808
2,car,96.4029312133789,5394
2,car,61.2677335739136,70
2,car,74.4577527046204,132
3,car,97.2568094730377,3312
3,car,94.3054676055908,90
3,car,83.4430694580078,49
3,car,82.2586119174957,42
3,person,76.6639292240143,209
3,car,97.2703099250794,560
4,car,85.9000146389008,3675
4,car,93.6890065670013,132
4,car,91.7259633541107,90
5,,,
6,truck,91.927707195282,2800
6,car,72.881031036377,99
6,car,78.0139565467835,270
6,car,76.429158449173,182
6,car,88.7343347072601,221
6,car,98.069417476654,952
7,car,77.7929723262787,13158
7,car,66.1811828613281,33532
7,car,87.2729599475861,2736
7,car,91.2008821964264,306
7,car,71.8376159667969,252
7,car,95.8122730255127,1120
7,car,69.6428775787354,2040
8,car,98.782604932785,4386
8,car,98.1872618198395,270
8,car,83.4934711456299,440
8,car,96.4264988899231,1650
9,car,80.215048789978,220
10,car,91.6713297367096,26607
10,car,96.5018093585968,4838
10,car,63.6976182460785,6300
10,car,95.3256487846374,2430
10,car,79.1208207607269,1976
10,car,94.0736293792725,1833
11,person,62.6493573188782,84
11,motorbike,80.7538509368897,120
12,car,99.906986951828,4608
12,car,71.1767792701721,575
12,car,75.8868098258972,288
12,car,73.1475591659546,182
12,car,88.822478055954,182
12,car,65.0585949420929,110
12,car,81.590062379837,110
12,car,71.6834723949432,80
12,car,98.4820485115051,1716
13,car,99.7579991817474,27324
13,car,98.6486732959747,3416
13,car,77.8069496154785,338
13,car,66.5275990962982,110
13,car,77.7465760707855,88
13,car,78.7631630897522,400
14,car,70.768529176712,2691
15,car,99.6900498867035,6424
15,car,99.6810495853424,5796
15,car,60.0565552711487,81
15,car,89.9010300636292,221
15,car,65.8947646617889,286
16,car,98.1139957904816,28280
16,car,98.5013782978058,9882
16,car,92.5241231918335,336
16,car,94.1321730613708,924
16,car,88.1927371025085,2106
17,,,
18,car,99.8688340187073,28560
18,bus,92.3944413661957,28290
18,car,99.0015149116516,858
18,car,64.8966908454895,140
18,car,76.8187940120697,143
18,car,96.8044400215149,1260
18,car,94.0434634685516,1360
19,bus,99.6830463409424,22200
19,car,99.8885989189148,4214
19,car,96.1098432540894,196
19,car,63.8606429100037,624
19,car,98.5078573226929,1364
20,truck,98.862636089325,29230
20,car,82.886666059494,270
20,car,90.3017818927765,700
21,car,99.6988773345947,39032
21,car,68.0992603302002,4950
21,car,99.704921245575,3834
21,truck,60.8527183532715,575
21,person,91.8225526809692,140
22,,,
23,,,
24,,,
25,bus,92.042738199234,16224
25,car,77.9747724533081,648
25,car,82.4793040752411,414
25,car,97.7465629577637,1128
25,car,88.9851152896881,1386
26,,,
27,car,88.5414659976959,15180
27,car,97.2382247447968,4503
27,car,97.8903412818909,840
27,car,72.4246263504028,140
27,car,75.9856402873993,154
27,car,61.4547669887543,434
27,car,98.2942283153534,1748
28,car,97.4817633628845,8549
28,motorbike,61.7081224918366,1312
29,car,62.5461339950562,7623
29,car,93.198549747467,247
29,car,92.2954857349396,280
29,car,99.0099370479584,1517
30,motorbike,75.7535219192505,3465
30,motorbike,80.647736787796,3157
30,motorbike,79.7430217266083,2898
30,motorbike,87.8474175930023,2997
30,car,93.9476609230042,176
30,car,93.9231991767883,255
30,car,99.2367625236511,2835
30,motorbike,71.977174282074,1599
31,,,
32,car,91.180145740509,168
32,car,86.721795797348,462
33,car,76.051676273346,154
34,car,99.7792959213257,16872
34,car,69.0708994865418,110
35,car,98.770010471344,6327
35,car,76.8176794052124,100
35,car,75.8030772209168,100
35,car,86.2672507762909,56
35,car,74.9765634536743,56
35,car,78.8445889949799,64
35,car,72.9827404022217,90
35,car,75.8319318294525,306
35,car,92.7174925804138,1696
36,car,99.7390270233155,8712
37,car,95.4978168010712,19278
38,truck,62.2389078140259,28842
38,car,98.5951066017151,2178
39,car,99.939888715744,4032
39,car,81.037575006485,108
39,car,97.8673040866852,340
40,car,99.9226629734039,9017
40,car,96.2765097618103,288
40,car,60.780394077301,80
40,car,99.409556388855,1938
40,car,84.6180737018585,644
40,car,97.9235351085663,1632
41,car,99.6796727180481,21160
41,car,88.3881807327271,49
41,car,65.9398555755615,56
41,car,91.9752657413483,272
41,car,65.0202870368958,255
41,car,98.3744323253632,754
41,car,97.109442949295,1015
41,car,99.5473027229309,2580
42,car,99.9288022518158,4150
42,car,62.0362401008606,154
42,car,85.7933938503265,210
42,car,93.6389267444611,567
42,car,99.4867444038391,1320
43,car,99.4188308715821,16758
43,car,80.4972052574158,9240
43,car,90.1428520679474,741
43,car,86.8518233299255,210
43,car,61.9923889636993,150
43,car,92.1727001667023,1134
43,car,80.8661222457886,861
43,car,90.0205433368683,1121
44,car,68.7354862689972,132
44,car,73.7534046173096,140
44,car,97.8177845478058,736
44,car,96.5476155281067,2784
45,car,99.192875623703,14030
45,car,92.880392074585,44676
45,car,72.7684855461121,2610
45,car,98.3815133571625,182
45,car,81.4621031284332,420
45,car,98.4868168830872,1935
46,car,99.752140045166,10164
46,car,82.1157097816467,2607
46,car,96.5005099773407,704
47,car,98.5062539577484,9248
47,motorbike,91.9012188911438,5742
48,car,95.1578736305237,135
48,car,99.5442509651184,1102
49,car,89.7841691970825,18252
49,car,99.9283075332642,6072
49,car,84.489369392395,11120
49,car,66.4689362049103,228
49,car,83.4788799285889,1960
49,car,99.7981667518616,2014
49,car,85.413533449173,1824
50,car,99.896627664566,6555
50,car,94.3812310695648,336
50,person,66.9608592987061,168
50,car,80.1111400127411,1332
51,,,
52,truck,99.3338227272034,6900
53,car,86.3982498645783,352
54,car,80.8662712574005,81
54,car,93.6313450336457,324
55,car,99.2433190345764,21353
55,car,99.131041765213,5676
55,car,64.4528031349182,182
55,car,94.3560838699341,1330
56,car,97.6026594638824,1960
57,car,85.6073081493378,143
57,car,62.7742946147919,121
58,car,99.734902381897,31886
59,car,99.2990791797638,2343
60,car,94.0631806850433,8464
60,car,82.3980987071991,108
61,car,91.6947960853577,15576
61,car,94.9471950531006,110
61,car,96.5511858463287,494
62,truck,84.0651452541351,5406
62,car,82.2819232940674,638
63,car,97.5179374217987,26004
63,car,98.5523760318756,957
63,car,97.4984347820282,999
64,car,99.0085184574127,26313
64,car,89.3668293952942,80
64,car,95.0758993625641,120
64,car,68.4624910354614,360
64,car,99.7423350811005,1785
65,car,92.4116492271423,1024
66,person,99.4476199150085,1273
67,car,99.9277830123901,26924
67,car,92.4952328205109,55913
67,bus,63.6203169822693,3575
67,truck,60.6544375419617,5544
67,car,62.4584436416626,110
68,car,99.9778032302856,9164
68,car,78.1687319278717,63
68,car,90.2270197868347,182
68,car,98.8654851913452,2040
69,car,79.939603805542,143
69,car,79.4482588768005,156
69,person,94.3211674690247,817
70,,,
71,car,99.9605417251587,7410
71,car,98.8419592380524,234
71,car,98.5494077205658,1476
71,car,85.0031614303589,391
72,car,90.3443157672882,29106
73,car,98.597776889801,15762
73,car,76.5139102935791,396
73,car,97.6084053516388,224
74,car,96.4324772357941,210
75,car,99.7299194335938,3828
75,car,90.664929151535,725
76,car,84.6724927425385,65314
76,car,93.4547603130341,5658
76,car,60.234260559082,225
76,car,70.7496702671051,208
76,car,63.8604879379272,168
76,car,86.6274654865265,374
76,car,87.9846155643463,777
76,car,66.6469037532806,1250
77,car,99.9215245246887,8568
78,car,96.3023364543915,42840
78,car,88.7440741062164,792
79,car,97.6049661636352,35898
79,car,99.5489776134491,7728
79,car,61.9267702102661,72
79,car,70.8590745925903,56
79,car,88.7977957725525,81
79,car,70.9170937538147,99
79,car,97.0079362392426,165
79,car,86.483359336853,204
79,car,72.2476124763489,195
79,car,98.9484786987305,1155
80,car,99.9195218086243,25125
80,car,91.8097496032715,5022
80,car,99.4977176189423,8855
80,car,82.6875269412994,320
80,car,92.3839569091797,532
81,,,
82,car,87.6440048217773,270
82,car,97.4682986736298,1536
83,car,96.753317117691,1584
84,car,99.8018562793732,13224
84,car,92.640483379364,221
84,car,92.8258419036865,1715
85,car,99.8864710330963,22072
85,car,68.5604751110077,121
85,person,65.3319239616394,140
85,car,76.2176275253296,702
85,car,91.9491112232208,300
85,car,99.6701419353485,3268
85,person,71.9656705856323,578
85,person,94.559782743454,800
86,car,99.8167037963867,6800
86,car,85.7909917831421,11760
86,car,96.1414277553558,437
86,car,98.293799161911,2596
87,car,99.5815753936768,7150
87,car,93.0411100387573,340
87,car,99.3422269821167,1764
88,car,99.7760951519012,23711
88,car,98.5524713993072,6136
88,car,81.8756580352783,814
88,car,60.3944420814514,1683
88,car,95.8645880222321,2464
89,car,91.1680042743683,31248
89,car,99.3670284748077,12006
90,car,99.9582648277283,8325
90,car,95.5267310142517,675
90,car,98.9496946334839,1640
91,traffic light,83.6126506328583,836
91,traffic light,84.2140018939972,817
91,person,79.6083390712738,200
91,car,90.732741355896,240
91,truck,66.6000366210938,2052
92,car,99.5740294456482,27560
92,car,87.7790510654449,195
93,car,75.4042029380798,168
93,person,72.8648960590363,210
93,car,94.6056187152862,1763
94,car,86.0568642616272,20727
94,car,98.8107264041901,32342
94,car,99.5795607566834,5120
94,car,90.0782525539398,300
94,car,88.239586353302,400
94,car,74.8959243297577,1073
94,car,99.1520404815674,1720
94,car,98.0502188205719,3036
95,car,99.5904982089996,7918
95,car,64.118766784668,180
95,car,90.8127903938294,224
95,car,98.4761238098144,1596
96,car,99.3916094303131,22040
96,car,99.8848676681519,5846
97,car,71.9899535179138,288
97,car,69.5140540599823,132
97,car,95.7804024219513,210
97,car,74.0555226802826,272
97,car,90.7128095626831,1092
98,car,79.0602684020996,209
98,car,60.0613474845886,81
98,car,63.4626269340515,56
98,car,79.1220307350159,210
99,car,71.1440861225128,144
99,car,77.1480143070221,168
99,car,95.4879462718964,240
99,car,99.2320775985718,748
100,car,74.472439289093,144
100,car,78.8562774658203,180
100,car,61.7082953453064,957
100,car,70.3602254390717,288
100,car,72.3201155662537,345
101,car,99.0967452526092,7811
101,car,95.12500166893,759
101,car,99.5737731456757,2144
102,car,97.8477776050568,18315
102,car,93.6789095401764,11440
102,car,99.5443820953369,3038
102,car,99.607652425766,8253
102,car,84.9305093288422,6448
102,car,65.2565538883209,775
102,car,94.2674517631531,357
102,car,99.1162717342377,780
103,car,99.3910133838654,4028
103,car,96.0675418376923,540
104,car,95.1130867004394,47196
104,car,97.3620712757111,3904
104,car,96.9820201396942,725
104,car,73.4241783618927,80
105,traffic light,97.5260019302368,180
105,traffic light,90.8228099346161,348
106,car,99.7245252132416,40590
107,person,81.9484055042267,624
107,person,74.4380235671997,319
107,person,71.1345911026001,780
107,person,62.1983647346497,903
108,motorbike,64.4999265670776,3174
108,bicycle,83.2749247550964,2520
108,car,95.7100212574005,224
108,car,88.8960540294647,143
108,car,62.7500653266907,143
108,car,86.4598512649536,252
108,car,94.921749830246,644
108,car,88.5796070098877,1836
109,car,97.2738742828369,19422
109,car,61.7686152458191,4290
109,truck,66.419643163681,4092
109,car,99.8677849769592,5665
109,car,94.7007775306702,6120
109,car,99.3787527084351,1394
110,car,99.713796377182,6300
110,car,92.5150454044342,144
110,car,80.3807437419891,90
110,person,69.610595703125,592
110,car,82.4633538722992,340
111,truck,98.4824120998383,45627
111,car,83.302766084671,154
111,car,81.7556917667389,374
111,motorbike,61.903041601181,1804
112,car,63.6837542057037,144
112,car,98.4641611576081,1628
113,car,98.222404718399,11454
114,car,98.5077619552613,26167
114,car,99.1854608058929,6231
114,car,80.8941066265106,510
114,car,99.2088258266449,1365
114,car,99.2109417915344,2156
115,car,99.2374539375305,15622
115,car,91.5145993232727,609
115,car,98.8820254802704,1394
116,car,69.8643982410431,264
116,car,85.0499272346497,143
116,car,86.7042362689972,720
116,car,60.5413556098938,260
116,car,81.868702173233,1836
116,car,96.7709183692932,2989
117,car,98.5114574432373,486
118,car,99.0018427371979,14094
118,car,99.3709087371826,7171
118,car,99.6112823486328,12971
118,car,94.6469664573669,1000
118,car,95.3258633613586,418
118,car,72.6697504520416,182
118,car,79.6588718891144,910
118,car,99.4299113750458,1860
119,car,90.0158166885376,208
119,car,90.759414434433,156
119,car,96.0279226303101,195
119,car,77.5911688804626,132
119,car,94.3410277366638,1050
120,car,99.6494948863983,6125
120,car,83.9422285556793,2013
120,car,74.3702590465546,1350
121,car,95.7011520862579,19323
121,car,91.0435616970062,3870
121,car,87.6940071582794,10530
121,person,89.7814750671387,297
122,car,99.7507274150848,21500
122,car,75.1578509807587,1200
122,car,66.6535794734955,130
122,car,68.6517179012299,225
122,truck,73.5177576541901,675
122,car,88.5229468345642,272
122,car,89.0283584594727,1750
122,car,96.9290912151337,396
122,car,90.6608700752259,800
122,car,98.2832133769989,2640
122,motorbike,72.5945472717285,1344
123,car,99.0051984786987,18190
123,car,99.0149915218353,3528
123,car,71.9723522663116,4830
123,car,71.8084633350372,144
123,car,87.9729807376862,210
124,car,99.2595434188843,26741
124,car,96.7663168907166,11660
124,car,98.4520792961121,798
124,car,98.7064480781555,1197
125,car,90.8413529396057,64701
125,car,98.0531811714172,51917
125,car,99.5430529117584,8160
125,car,97.7682054042816,357
125,car,98.7869083881378,400
125,car,97.1049249172211,864
125,car,98.914909362793,1518
125,car,99.1844773292542,1886
126,car,86.7274701595306,420
126,car,99.4593024253845,2044
126,car,98.7359762191772,920
126,car,86.1080288887024,437
126,car,99.5105862617493,1496
127,car,98.3538687229156,19040
127,car,96.0537254810333,17750
127,car,94.6584343910217,7040
127,car,63.8215184211731,9548
127,car,67.2754049301147,322
127,car,74.2917120456696,1248
127,car,76.9462764263153,1215
128,car,99.8958647251129,4368
128,car,95.1808094978332,195
128,car,99.1106986999512,768
129,car,99.4664430618286,40425
129,car,99.8696684837341,9271
129,car,78.7471055984497,198
129,car,88.7754797935486,2162
130,car,98.3888864517212,5372
130,car,94.1614508628845,483
131,car,67.7601993083954,72435
131,person,96.5362191200256,1872
132,car,99.582451581955,14916
132,car,98.8847732543945,5192
132,car,95.3057885169983,9828
132,car,99.6430814266205,19436
132,car,97.4083721637726,2945
132,car,95.8763360977173,918
132,person,62.0436370372772,120
132,car,82.2403609752655,2064
132,car,88.5997116565704,2124
132,car,88.0088329315186,2124
133,car,88.8957440853119,50196
133,car,99.9022483825684,5893
133,car,77.1350681781769,345
133,car,77.4657130241394,144
133,car,78.8421332836151,638
133,car,95.5864787101746,1716
134,car,99.6540725231171,13803
134,car,65.8637940883637,110
134,car,65.3206050395966,42
134,car,99.2672681808472,1092
134,car,93.3084666728973,336
135,car,95.720624923706,15370
135,car,98.7134635448456,23736
135,car,98.7707734107971,27528
135,car,75.8475363254547,192
135,car,69.875168800354,108
135,car,87.2399389743805,425
135,person,90.2298986911774,1242
135,car,98.6759305000305,2397
135,car,79.7870099544525,1395
136,,,
137,car,95.5999970436096,5500
137,motorbike,87.5199854373932,4902
138,car,82.0798456668854,23124
138,car,68.4828996658325,38622
138,car,97.2951889038086,1650
138,car,73.6255407333374,580
138,car,76.3966739177704,2112
138,car,96.8555331230164,1600
138,car,66.7352855205536,2409
139,car,97.5706458091736,18880
139,person,93.841540813446,2590
139,car,96.4948177337646,3551
139,car,89.3592059612274,14364
139,car,85.1314306259155,255
139,car,68.865042924881,90
139,car,87.855327129364,156
139,car,70.6331193447113,156
139,car,89.7868871688843,416
139,car,98.3137786388397,650
139,car,60.7372343540192,910
139,car,99.3726789951324,2494
140,pottedplant,64.0715420246124,2625
140,person,98.2642412185669,3780
140,pottedplant,79.6964049339294,4698
140,car,98.0727314949036,851
140,car,92.5955176353455,182
140,car,72.6483106613159,121
140,car,89.9403393268585,130
140,car,73.9013075828552,90
140,car,87.3252391815186,80
140,car,89.4781470298767,360
140,motorbike,61.7682456970215,1666
140,motorbike,60.4944944381714,775
140,car,86.9316697120667,1568
141,car,99.844616651535,5170
141,car,99.7505724430084,6120
141,person,99.7511804103851,4838
141,car,94.8684096336365,252
141,car,95.5037593841553,928
141,car,97.3556399345398,1295
141,car,78.5478293895721,874
141,person,93.5756087303162,1040
142,car,95.4850733280182,5621
142,car,77.9984772205353,4590
142,car,92.6774859428406,22375
142,car,62.4417424201965,160
142,car,60.3781044483185,108
142,person,70.9460318088532,208
142,person,67.0306205749512,189
143,car,85.2061629295349,5824
143,car,97.4177777767181,4048
143,car,98.8706409931183,6248
143,car,97.5988328456879,9432
143,car,98.6330628395081,6936
143,car,74.1113066673279,143
143,car,64.952290058136,168
143,car,79.5771360397339,456
143,car,61.5128219127655,1426
143,truck,67.8775548934937,1749
143,car,79.3993175029755,999
144,car,73.5083222389221,30268
144,car,91.470330953598,5070
145,car,99.9647915363312,18447
145,car,79.3565511703491,81
145,car,65.3800189495087,56
145,car,91.8671011924744,121
145,car,98.5677003860474,1290
146,truck,70.6074953079224,24112
146,car,98.622715473175,15158
146,car,97.980672121048,18336
146,car,60.2425456047058,110
146,car,76.5965580940247,56
146,car,82.0518672466278,100
146,car,91.2199378013611,425
146,car,86.5226209163666,667
146,car,96.6988444328308,1476
146,car,96.7130899429321,2450
147,,,
148,person,95.6803023815155,2450
148,car,64.3361628055573,132
148,car,76.2395679950714,72
148,car,92.147570848465,225
148,car,95.3855454921722,961
148,car,78.0777037143707,567
148,car,87.1666014194489,2208
148,car,97.8657305240631,2961
149,,,
150,car,99.8954594135284,6431
150,car,79.8977434635162,1176
151,car,91.0795331001282,37062
151,car,98.6526310443878,7878
151,person,90.1419878005981,3864
151,person,88.262814283371,5566
151,car,79.0847420692444,110
151,car,89.807516336441,675
151,car,97.5947082042694,1584
152,car,64.1011714935303,210
153,car,99.9125480651856,13585
153,car,99.2088317871094,4368
153,car,88.4623348712921,840
153,car,99.2045164108276,1554
154,car,99.9675810337067,8772
154,car,97.5871026515961,483
154,car,95.7677006721497,224
154,car,86.5456461906433,306
154,car,75.6264507770538,340
154,car,98.2209205627441,380
154,car,95.0192630290985,576
154,car,99.5617032051086,1820
155,car,98.5861957073212,29256
155,car,99.1975903511047,3591
155,car,93.2356178760529,560
156,car,94.7998464107513,31320
156,car,89.1510605812073,506
156,car,90.57697057724,280
156,car,85.6642842292786,253
156,car,94.062203168869,770
157,,,
158,car,92.9400682449341,4473
158,car,99.5467066764832,6180
158,car,99.092423915863,19680
158,car,92.66277551651,169
158,car,98.423171043396,986
158,car,60.0772440433502,210
158,car,91.0942018032074,704
159,car,99.730795621872,27192
159,car,98.7202286720276,4130
159,car,69.8442816734314,4180
159,car,99.7707188129425,8586
159,car,87.9364252090454,156
159,car,95.6432700157166,891
160,car,98.7609207630158,26331
160,car,96.9005227088928,1938
161,car,98.7373173236847,20100
161,car,99.6428370475769,8132
161,car,60.317987203598,49
161,car,86.2764060497284,132
161,car,81.3366055488586,180
161,car,93.8194215297699,360
